0     aatrox               a               b                                        c                    d
612   lofty                temp_word_type  cao ngất, sừng sững kiêu căng, kiêu kỳ   temp_pronunciation   temp_word_example
613   logical              temp_word_type  hợp lý, hợp với logic                    temp_pronunciation   temp_word_example
614   loiter               temp_word_type  đi tha thẩn, la cà                       temp_pronunciation   temp_word_example
615   loyal                temp_word_type  trung thành, trung kiên                  temp_pronunciation   temp_word_example
616   lucid                temp_word_type  tỉnh táo                                 temp_pronunciation   temp_word_example
617   lunar                temp_word_type  (thuộc) mặt trăng                        temp_pronunciation   temp_word_example
618   luxurious            temp_word_type  sang trọng, lộng lẫy                     temp_pronunciation   temp_word_example
619   magnanimous          temp_word_type  hào hiệp, cao thượng                     temp_pronunciation   temp_word_example
620   magnify              temp_word_type  làm to ra, phóng to, mở rộng, khuếch đại temp_pronunciation   temp_word_example
621   maiden               temp_word_type  trinh nữ, cô gái đồng trinh; (thuộc) trinh nữ, thời con gái temp_pronunciation   temp_word_example
622   mainly               temp_word_type  chính, chủ yếu, phần lớn                 temp_pronunciation   temp_word_example
623   maintain             temp_word_type  giữ gìn, duy trì, bảo vệ, bảo dưỡng, kiên định với ý kiến temp_pronunciation   temp_word_example
624   malfunction          temp_word_type  sự trục trặc, làm việc sai chức năng     temp_pronunciation   temp_word_example
625   malicious            temp_word_type  hiểm độc, có ác tâm                      temp_pronunciation   temp_word_example
626   man-made             temp_word_type  nhân tạo, do con người tạo ra            temp_pronunciation   temp_word_example
627   mansion              temp_word_type  lâu đài, biệt thự                        temp_pronunciation   temp_word_example
628   mate                 temp_word_type  bạn bè, người phụ việc, giúp việc; giao phối (con đực và con cái) temp_pronunciation   temp_word_example
629   mature               temp_word_type  chín, thuần thục, trưởng thành làm cho chín, làm cho hoàn thiện temp_pronunciation   temp_word_example
630   meager               temp_word_type  gầy gò, khẳng khiu, hom hem nghèo nàn, đạm bạc temp_pronunciation   temp_word_example
631   mean                 temp_word_type  xấu tính, hèn hạ, bần tiện, bủn xỉn; muốn nói, có ý định, có ý muốn, dự định temp_pronunciation   temp_word_example
632   meaningful           temp_word_type  có ý nghĩa, đầy ý nghĩa                  temp_pronunciation   temp_word_example
633   memento              temp_word_type  vật kỷ niệm, vật lưu niệm                temp_pronunciation   temp_word_example
634   memorize             temp_word_type  học thuộc, ghi nhớ                       temp_pronunciation   temp_word_example
635   mental               temp_word_type  (thuộc) tâm thần, tinh thần, trí tuệ, trí óc temp_pronunciation   temp_word_example
636   mentor               temp_word_type  người cố vấn, người hướng dẫn            temp_pronunciation   temp_word_example
637   merry                temp_word_type  vui vẻ, thú vị, dễ chịu                  temp_pronunciation   temp_word_example
638   mesmerize            temp_word_type  thôi miên, mê hoặc, quyến rũ             temp_pronunciation   temp_word_example
639   messy                temp_word_type  hỗn độn, lộn xộn, bừa bãi                temp_pronunciation   temp_word_example
640   midday               temp_word_type  buổi trưa, giữa ngày                     temp_pronunciation   temp_word_example
641   middle               temp_word_type  giữa, ở giữa                             temp_pronunciation   temp_word_example
642   mighty               temp_word_type  mạnh, hùng cường, hùng mạnh, to lớn, vĩ đại, hùng vĩ temp_pronunciation   temp_word_example
643   mild                 temp_word_type  nhẹ nhàng, êm dịu, dịu dàng, hòa nhã     temp_pronunciation   temp_word_example
644   militant             temp_word_type  người chiến đấu; chiến đấu               temp_pronunciation   temp_word_example
645   mimic                temp_word_type  giả, bắt chước                           temp_pronunciation   temp_word_example
646   mind                 temp_word_type  tinh thần, trí tuệ, đầu óc               temp_pronunciation   temp_word_example
647   miniature            temp_word_type  bức tiểu họa, hình thu nhỏ; nhỏ, thu nhỏ lại temp_pronunciation   temp_word_example
648   minnow               temp_word_type  cá tuế (họ cá chép)                      temp_pronunciation   temp_word_example
649   mirage               temp_word_type  ảo tưởng, ảo vọng                        temp_pronunciation   temp_word_example
650   mischievous          temp_word_type  tinh nghịch, tinh quái, ranh mãnh, láu lỉnh temp_pronunciation   temp_word_example
651   misery               temp_word_type  cảnh nghèo khổ, đáng thương, sự đau đớn, khổ sở temp_pronunciation   temp_word_example
652   miss                 temp_word_type  cô gái, thiếu nữ, sự trượt, không trúng đích, sự thiếu vắng trượt, lỡ, nhỡ temp_pronunciation   temp_word_example
653   mistake              temp_word_type  lỗi, sai lầm, lỗi lầm; phạm sai lầm, hiểu sai, hiểu lầm temp_pronunciation   temp_word_example
654   mistaken             temp_word_type  sai lầm, bị hiểu sai                     temp_pronunciation   temp_word_example
655   moderate             temp_word_type  vừa phải, phải chăng, điều độ, ôn hòa, không quá khích; làm cho ôn hòa, giảng hòa, làm dịu nhẹ, tiết chế temp_pronunciation   temp_word_example
656   modern               temp_word_type  hiện đại, tân tiến                       temp_pronunciation   temp_word_example
657   modest               temp_word_type  khiêm tốn, nhún nhường, nhũn nhặn bình thường, giản dị, thùy mị, nhu mì temp_pronunciation   temp_word_example
658   moist                temp_word_type  ẩm; ẩm ướt, ướt lấp nhấp                 temp_pronunciation   temp_word_example
659   mood                 temp_word_type  tâm trạng; tính khí, tâm tính, tính tình temp_pronunciation   temp_word_example
660   moral                temp_word_type  lời răn dạy, bài học; (thuộc) đạo đức, phẩm hạnh, có đạo đức temp_pronunciation   temp_word_example
661   mortal               temp_word_type  chết, không bất tử nguy đến tính mạng    temp_pronunciation   temp_word_example
662   mum                  temp_word_type  lặng yên, giữ kín                        temp_pronunciation   temp_word_example
663   mural                temp_word_type  tranh tường                              temp_pronunciation   temp_word_example
664   myriad               temp_word_type  vô số, lớn, nhiều vô cùng                temp_pronunciation   temp_word_example
665   mysterious           temp_word_type  huyền bí, khó hiểu, bí ẩn                temp_pronunciation   temp_word_example
666   myth                 temp_word_type  thần thoại, chuyện hoang đường, lời đồn  temp_pronunciation   temp_word_example
667   narrative            temp_word_type  chuyện kể, bài tường thuật               temp_pronunciation   temp_word_example
668   nasty                temp_word_type  bẩn thỉu, dơ dáy                         temp_pronunciation   temp_word_example
669   native               temp_word_type  người gốc, thổ dân; (thuộc) địa phương   temp_pronunciation   temp_word_example
670   nausea               temp_word_type  sự buồn nôn, sự kinh tởm                 temp_pronunciation   temp_word_example
671   necessary            temp_word_type  cần thiết, thiết yếu                     temp_pronunciation   temp_word_example
672   needy                temp_word_type  nghèo túng, thiếu thốn                   temp_pronunciation   temp_word_example
673   negligible           temp_word_type  không đáng kể                            temp_pronunciation   temp_word_example
674   nervous              temp_word_type  lo lắng, bồn chồn                        temp_pronunciation   temp_word_example
675   neutral              temp_word_type  trung lập, không có tính chất rõ ràng    temp_pronunciation   temp_word_example
676   niche                temp_word_type  chỗ thích hợp; phù hợp với một nhóm nhỏ (ngách) temp_pronunciation   temp_word_example
677   nippy                temp_word_type  nhanh nhẹn, lanh lẹ, hoạt bát            temp_pronunciation   temp_word_example
678   noise                temp_word_type  tiếng ồn, huyên náo, om sòm              temp_pronunciation   temp_word_example
679   nonchalant           temp_word_type  thờ ơ, hờ hững, lãnh đạm, vô tình        temp_pronunciation   temp_word_example
680   noon                 temp_word_type  trưa, buổi trưa                          temp_pronunciation   temp_word_example
681   normal               temp_word_type  tình trạng bình thường, mức bình thường; thường, thông thường, bình thường temp_pronunciation   temp_word_example
682   notable              temp_word_type  người có danh vọng, người có địa vị uy quyền, có tiếng, trứ danh đáng kể, đáng chú ý temp_pronunciation   temp_word_example
683   notify               temp_word_type  báo, khai báo; thông báo, cho hay, cho biết temp_pronunciation   temp_word_example
684   notorious            temp_word_type  lừng danh, khét tiếng, tai tiếng         temp_pronunciation   temp_word_example
685   nuisance             temp_word_type  sự phiền hà, mối phiền toái, gây khó chịu temp_pronunciation   temp_word_example
686   nurture              temp_word_type  sự nuôi dưỡng, giáo dục; nuôi nấng, dưỡng giục temp_pronunciation   temp_word_example
687   obey                 temp_word_type  vâng lời, tuân theo, tuân lệnh           temp_pronunciation   temp_word_example
688   obscure              temp_word_type  mờ mịt, tối tăm, không rõ nghĩa, mơ hồ, khó hiểu, không có tiếng tăm, vô danh temp_pronunciation   temp_word_example
689   observe              temp_word_type  quan sát, theo dõi tuân theo, tôn trọng  temp_pronunciation   temp_word_example
690   obsession            temp_word_type  sự ám ảnh, nỗi ám ảnh                    temp_pronunciation   temp_word_example
691   obsolete             temp_word_type  cổ xưa, quá hạn, lỗi thời                temp_pronunciation   temp_word_example
692   obtain               temp_word_type  đạt được, giành được, thu được           temp_pronunciation   temp_word_example
693   occult               temp_word_type  sâu kín, huyền bí; che khuất, che lấp    temp_pronunciation   temp_word_example
694   offensive            temp_word_type  cuộc tấn công, thế tấn công; xúc phạm, làm mất lòng; có tính tấn công, công kích temp_pronunciation   temp_word_example
695   old fashioned        temp_word_type  cổ hủ, lạc hậu, lỗi thời                 temp_pronunciation   temp_word_example
696   operate              temp_word_type  hoạt động, đang làm việc, thi hành       temp_pronunciation   temp_word_example
697   opportunity          temp_word_type  cơ hội, thời cơ, dịp                     temp_pronunciation   temp_word_example
698   opposite             temp_word_type  điều trái ngược, sự đối lập; đối ngược, trái nhau; trước mặt, đối diện temp_pronunciation   temp_word_example
699   optional             temp_word_type  tùy ý, không bắt buộc                    temp_pronunciation   temp_word_example
700   ordinary             temp_word_type  bình thường, thông thường; điều bình thường, thông thường temp_pronunciation   temp_word_example
701   original             temp_word_type  nguyên bản, gốc                          temp_pronunciation   temp_word_example
702   original             temp_word_type  (thuộc) gốc, căn nguyên, đầu tiên, độc đáo; nguyên bản temp_pronunciation   temp_word_example
703   ornament             temp_word_type  đồ trang hoàng, trang trí, trang sức; trang hoàng temp_pronunciation   temp_word_example
704   outgoing             temp_word_type  dễ gần, thoải mái, hòa đồng              temp_pronunciation   temp_word_example
705   outrage              temp_word_type  sự xúc phạm, làm tổn thương, sỉ nhục, sự oán hận, giận dữ; xúc phạm, lăng mạ, sỉ nhục temp_pronunciation   temp_word_example
706   outrageous           temp_word_type  tàn bạo, vô nhân đạo, quá chừng, thái quá xúc phạm, làm tổn thương temp_pronunciation   temp_word_example
707   outskirts            temp_word_type  phạm vi ngoài (một vấn đề...), vùng ngoại ô, xa trung tâm temp_pronunciation   temp_word_example
708   outstanding          temp_word_type  nổi bật, đáng chú ý, nổi tiếng, vượt trội temp_pronunciation   temp_word_example
709   overjoyed            temp_word_type  vui mừng khôn xiết                       temp_pronunciation   temp_word_example
710   overlook             temp_word_type  trông nom, quan sát, xem xét bỏ qua, tha thứ temp_pronunciation   temp_word_example
711   overseas             temp_word_type  nước ngoài, ngang qua biển               temp_pronunciation   temp_word_example
712   oversee              temp_word_type  trông nom, giám thị, quan sát            temp_pronunciation   temp_word_example
713   overturned           temp_word_type  sự lật đổ, đảo lộn; lật úp, đánh đổ, lật ngược temp_pronunciation   temp_word_example
714   overwhelm            temp_word_type  áp đảo, lất át, làm choáng ngợp tràn ngập, làm chôn vùi temp_pronunciation   temp_word_example
715   pack                 temp_word_type  túi đeo, ba lô, đàn bầy; gói ghém, đóng gói, đóng hộp, xếp chặt, ních người temp_pronunciation   temp_word_example
716   pail                 temp_word_type  cái thùng, xô, lượng đựng trong xô       temp_pronunciation   temp_word_example
717   part                 temp_word_type  phần, bộ phận, phần việc, nhiệm vụ, vai trò; chia thành từng phần, chia tách temp_pronunciation   temp_word_example
718   particular           temp_word_type  riêng biệt, cá biệt, đặc thù, ngoại lệ tường tận, tỉ mỉ, chi tiết temp_pronunciation   temp_word_example
719   passion              temp_word_type  cảm xúc mãnh liệt, sự đam mê, say mê     temp_pronunciation   temp_word_example
720   passport             temp_word_type  hộ chiếu                                 temp_pronunciation   temp_word_example
721   patient              temp_word_type  bệnh nhân, kiên nhẫn, nhẫn nại, bền chí  temp_pronunciation   temp_word_example
722   patriotic            temp_word_type  yêu nước, ái quốc                        temp_pronunciation   temp_word_example
723   peaceful             temp_word_type  hòa bình, thái bình, yên tĩnh            temp_pronunciation   temp_word_example
724   peal                 temp_word_type  tràng hồi (sấm, cười...); rung, đánh từng hồi temp_pronunciation   temp_word_example
725   pedestrian           temp_word_type  người đi bộ, khách bộ hành; bằng chân, đi bộ, chán ngắt, tẻ nhạt temp_pronunciation   temp_word_example
726   penniless            temp_word_type  không có tiền, không xu dính túi, nghèo túng temp_pronunciation   temp_word_example
727   pensive              temp_word_type  trầm ngâm, sâu sắc                       temp_pronunciation   temp_word_example
728   perception           temp_word_type  sự nhận thức, am hiểu, sự sáng suốt      temp_pronunciation   temp_word_example
729   perhaps              temp_word_type  có lẽ, có thể                            temp_pronunciation   temp_word_example
730   permit               temp_word_type  giấy phép, sự cho phép; cho phép, cho cơ hội temp_pronunciation   temp_word_example
731   personal             temp_word_type  cá nhân, riêng tư                        temp_pronunciation   temp_word_example
732   photo                temp_word_type  bức ảnh, tấm ảnh                         temp_pronunciation   temp_word_example
733   pinnacle             temp_word_type  cực điểm, đỉnh cao nhọn (núi, tảng đá...), điểm cao nhất, đỉnh cao (sự nghiệp...) temp_pronunciation   temp_word_example
734   pleasant             temp_word_type  làm thích ý, vừa ý vui vẻ, dễ thương     temp_pronunciation   temp_word_example
735   pluck                temp_word_type  nhổ, bứt, hái                            temp_pronunciation   temp_word_example
736   plump                temp_word_type  thẳng thừng, không quanh co, úp mở bụ bẫm, phúng phính, đầy đặn temp_pronunciation   temp_word_example
737   plunge               temp_word_type  sự lao xuống, bước liều, sự lao đầu vào (khó khăn, nguy hiểm); nhúng, thọc, lao, đâm sâu vào temp_pronunciation   temp_word_example
738   podium               temp_word_type  bục đứng (cho giáo viên, người diễn thuyết) temp_pronunciation   temp_word_example
739   polite               temp_word_type  lễ phép, lịch thiệp, lịch sự             temp_pronunciation   temp_word_example
740   portion              temp_word_type  phần chia, khẩu phần; chia phần, phân phát temp_pronunciation   temp_word_example
741   possess              temp_word_type  có, chiếm hữu, sở hữu                    temp_pronunciation   temp_word_example
742   possibility          temp_word_type  khả năng, sự có thể, triển vọng, tiềm năng temp_pronunciation   temp_word_example
743   posture              temp_word_type  tư thế, dáng điệu                        temp_pronunciation   temp_word_example
744   potent               temp_word_type  có hiệu lực, có hiệu nghiệm, có uy lực, có sức thuyết phục temp_pronunciation   temp_word_example
745   powerful             temp_word_type  hùng mạnh, hùng cường, có sức mạnh lớn, có tác động mạnh temp_pronunciation   temp_word_example
746   practice             temp_word_type  thói quen, thông lệ, sự thực hành, thực tiễn thực hành, luyện tập temp_pronunciation   temp_word_example
747   precisely            temp_word_type  đúng, chính xác, một cách chính xác      temp_pronunciation   temp_word_example
748   prejudiced           temp_word_type  có thành kiến, biểu lộ thành kiến        temp_pronunciation   temp_word_example
749   preposterous         temp_word_type  hoàn toàn trái với lý lẽ thường, vô lý hết sức, phi lý, ngược đời, ngớ ngẩn, lố bịch temp_pronunciation   temp_word_example
750   preserve             temp_word_type  bảo quản, giữ gìn, lưu giữ, bảo tồn      temp_pronunciation   temp_word_example
751   prestigious          temp_word_type  có uy tín, có thanh thế, đem lại uy tín, đem lại thanh thế temp_pronunciation   temp_word_example
752   prevail              temp_word_type  thắng thế, chiếm ưu thế, đánh bại, thịnh hành, phổ biến khắp, lan khắp, thường xảy ra nhiều temp_pronunciation   temp_word_example
753   prevent              temp_word_type  ngăn cản, ngăn chặn, ngăn ngừa           temp_pronunciation   temp_word_example
754   previously           temp_word_type  trước, trước đây                         temp_pronunciation   temp_word_example
755   prior                temp_word_type  trước; trước khi, quan trọng hơn         temp_pronunciation   temp_word_example
756   private              temp_word_type  riêng tư, cá nhân, tư nhân               temp_pronunciation   temp_word_example
757   prize                temp_word_type  giải thưởng, phần thưởng                 temp_pronunciation   temp_word_example
758   procedure            temp_word_type  thủ tục, chuỗi hành động                 temp_pronunciation   temp_word_example
759   process              temp_word_type  quá trình, quy trình, sự tiến triển; chế biến, xử lý temp_pronunciation   temp_word_example
760   produce              temp_word_type  sản lương, sản vật, sản phẩm, kết quả; trình ra, đưa ra, giơ ra temp_pronunciation   temp_word_example
761   promote              temp_word_type  thăng chức, xúc tiến, khuyến khích       temp_pronunciation   temp_word_example
762   prompt               temp_word_type  mau, lẹ, nhanh chóng, ngay lập tức; xúi giục, thúc giục, thúc đẩy temp_pronunciation   temp_word_example
763   propel               temp_word_type  đẩy tới, thúc đẩy                        temp_pronunciation   temp_word_example
764   propose              temp_word_type  đề nghị, đề xuất, đưa ra đề cử, tiến cử, cầu hôn temp_pronunciation   temp_word_example
765   prosper              temp_word_type  thịnh vượng, làm cho thịnh vượng         temp_pronunciation   temp_word_example
766   prototype            temp_word_type  nguyên mẫu, mẫu đầu tiên người, vật đầu tiên temp_pronunciation   temp_word_example
767   provocative          temp_word_type  khiêu khích, trêu chọc, kích thích, khêu gợi temp_pronunciation   temp_word_example
768   provoke              temp_word_type  khích, xúi giục, khêu gợi                temp_pronunciation   temp_word_example
769   prudent              temp_word_type  thận trọng, cẩn thận, khôn ngoan         temp_pronunciation   temp_word_example
770   pudgy                temp_word_type  (thông tục) ngắn và béo; béo lùn, mập lùn temp_pronunciation   temp_word_example
771   punctual             temp_word_type  đúng giờ, đúng thời điểm                 temp_pronunciation   temp_word_example
772   punishment           temp_word_type  sự trừng trị; sự bị trừng phạt           temp_pronunciation   temp_word_example
773   purchase             temp_word_type  sự mua sắm, vật mua được; mua, sắm, tậu, trả giá temp_pronunciation   temp_word_example
774   pure                 temp_word_type  nguyên chất, tinh khiết, trong lành, thanh khiết temp_pronunciation   temp_word_example
775   quake                temp_word_type  sự run rẩy, động đất; rung động, run, rẩy temp_pronunciation   temp_word_example
776   quantity             temp_word_type  lượng, số lượng, khối lượng              temp_pronunciation   temp_word_example
777   questionable         temp_word_type  đáng ngờ, có vấn đề                      temp_pronunciation   temp_word_example
778   quick                temp_word_type  nhanh, mau, tính lanh lợi, hoạt bát, nhanh trí, sáng trí, nhanh temp_pronunciation   temp_word_example
779   quickness            temp_word_type  sự nhanh, sự mau chóng                   temp_pronunciation   temp_word_example
780   racket               temp_word_type  tiếng ồn, cảnh nhộn nhịp, huyên náo      temp_pronunciation   temp_word_example
781   ratify               temp_word_type  thông qua, phê chuẩn                     temp_pronunciation   temp_word_example
782   rational             temp_word_type  có lý trí, dựa trên lý trí               temp_pronunciation   temp_word_example
783   ravage               temp_word_type  sự tàn phá                               temp_pronunciation   temp_word_example
784   raze                 temp_word_type  phá bằng, san bằng, phá trụi             temp_pronunciation   temp_word_example
785   recent               temp_word_type  gần đây, xảy ra gần đây, mới đây, mới xảy ra temp_pronunciation   temp_word_example
786   recipient            temp_word_type  người nhận, nước nhận                    temp_pronunciation   temp_word_example
787   reciprocate          temp_word_type  trả, đền đáp lại; đáp lại                temp_pronunciation   temp_word_example
788   reduction            temp_word_type  sự thu nhỏ, sự giảm bớt                  temp_pronunciation   temp_word_example
789   refined              temp_word_type  nguyên chất, đã lọc, đã tinh chế         temp_pronunciation   temp_word_example
790   refresh              temp_word_type  làm khoẻ người, làm tỉnh táo             temp_pronunciation   temp_word_example
791   regret               temp_word_type  lòng thương tiếc, hối tiếc, tiếc         temp_pronunciation   temp_word_example
792   rejuvenate           temp_word_type  làm (ai) trẻ lại, làm (ai) khoẻ lại..    temp_pronunciation   temp_word_example
793   relax                temp_word_type  nới lỏng, buông lỏng, lơi ra             temp_pronunciation   temp_word_example
794   remark               temp_word_type  sự để ý, sự chú ý; nhận xét, bình luận   temp_pronunciation   temp_word_example
795   remorse              temp_word_type  sự ăn năn, sự hối hận                    temp_pronunciation   temp_word_example
796   remote               temp_word_type  xa, xa xôi; hẻo lánh                     temp_pronunciation   temp_word_example
797   renew                temp_word_type  thay mới, làm mới lại                    temp_pronunciation   temp_word_example
798   renowned             temp_word_type  nổi tiếng, lừng danh                     temp_pronunciation   temp_word_example
799   represent            temp_word_type  đại diện, biểu trưng                     temp_pronunciation   temp_word_example
800   republican           temp_word_type  cộng hòa, mang đặc trưng của nền cộng hòa; người ủng hộ chế độ cộng hòa temp_pronunciation   temp_word_example
801   repulsive            temp_word_type  ghê tởm, đáng ghét, kinh tởm             temp_pronunciation   temp_word_example
802   reputable            temp_word_type  có danh tiếng tốt; đáng kính trọng, đáng tin temp_pronunciation   temp_word_example
803   resilient            temp_word_type  bật nảy; co giãn, đàn hồi                temp_pronunciation   temp_word_example
804   resist               temp_word_type  kháng cự, chống lại; chất cản màu        temp_pronunciation   temp_word_example
805   respond              temp_word_type  hưởng ứng                                temp_pronunciation   temp_word_example
806   response             temp_word_type  sự trả lời; câu trả lời                  temp_pronunciation   temp_word_example
807   rest                 temp_word_type  sự yên tâm, sự yên lòng, sự thanh thản, sự thư thái, nghỉ, nghỉ ngơi temp_pronunciation   temp_word_example
808   restrict             temp_word_type  hạn chế, giới hạn                        temp_pronunciation   temp_word_example
809   retaliate            temp_word_type  trả đũa, trả miếng, trả thù              temp_pronunciation   temp_word_example
810   retrograde           temp_word_type  lùi lại, thụt lùi                        temp_pronunciation   temp_word_example
811   reveal               temp_word_type  bộc lộ, tiết lộ, làm lộ ra               temp_pronunciation   temp_word_example
812   revenge              temp_word_type  (sự) trả thù, báo thù                    temp_pronunciation   temp_word_example
813   rich                 temp_word_type  giàu, giàu có, dồi dào, phong phú        temp_pronunciation   temp_word_example
814   righteous            temp_word_type  ngay thẳng, đạo đức, công bằng (người)   temp_pronunciation   temp_word_example
815   robust               temp_word_type  tráng kiện, cường tráng; có sức khoẻ     temp_pronunciation   temp_word_example
816   rookie               temp_word_type  lính mới, tân binh                       temp_pronunciation   temp_word_example
817   roster               temp_word_type  bảng phân công                           temp_pronunciation   temp_word_example
818   rough                temp_word_type  ráp, nhám, xù xì; miền đất gồ ghề        temp_pronunciation   temp_word_example
819   routine              temp_word_type  công việc, thói quen thường ngày thường lệ, thường làm đều đặn temp_pronunciation   temp_word_example
820   rude                 temp_word_type  khiếm nhã, bất lịch sự                   temp_pronunciation   temp_word_example
821   ruin                 temp_word_type  sự đổ nát, sự hư hại nghiêm trọng; làm hỏng, làm tan nát, tàn phá temp_pronunciation   temp_word_example
822   rush                 temp_word_type  cây bấc, cây cói; xông lên, lao vào      temp_pronunciation   temp_word_example
823   sack                 temp_word_type  bao tải, bao bố, bỏ vào bao; đóng bao    temp_pronunciation   temp_word_example
824   safety               temp_word_type  sự an toàn, chắc chắn                    temp_pronunciation   temp_word_example
825   sane                 temp_word_type  lành mạnh; đúng mực                      temp_pronunciation   temp_word_example
826   satellite            temp_word_type  vệ tinh, vệ tinh nhân tạo tay sai, người hầu temp_pronunciation   temp_word_example
827   scanty               temp_word_type  ít ỏi, thiếu, không đủ                   temp_pronunciation   temp_word_example
828   scarcity             temp_word_type  sự hiếm có                               temp_pronunciation   temp_word_example
829   scrawny              temp_word_type  gầy nhẳng; gầy giơ xương;                temp_pronunciation   temp_word_example
830   scribble             temp_word_type  viết nguệch ngoạc, chữ viết cẩu thả      temp_pronunciation   temp_word_example
831   scrutinize           temp_word_type  nhìn chăm chú, nhìn kỹ                   temp_pronunciation   temp_word_example
832   secluded             temp_word_type  hẻo lánh; không có nhiều người trông thấy temp_pronunciation   temp_word_example
833   secret               temp_word_type  thầm kín, bí mật; điều bí mật            temp_pronunciation   temp_word_example
834   section              temp_word_type  bộ phận; nhóm tách biệt nằm trong khối lớn; chia thành phần; temp_pronunciation   temp_word_example
835   sector               temp_word_type  khu vực, lĩnh vực                        temp_pronunciation   temp_word_example
836   secure               temp_word_type  chắc chắn, bảo đảm; làm kiên cố          temp_pronunciation   temp_word_example
837   segment              temp_word_type  đoạn, khúc, đốt, miếng; phân đoạn, phân đốt temp_pronunciation   temp_word_example
838   seize                temp_word_type  nắm; bắt; chộp                           temp_pronunciation   temp_word_example
839   select               temp_word_type  tuyển, được lựa chọn                     temp_pronunciation   temp_word_example
840   selective            temp_word_type  có tuyển chọn; dựa trên sự tuyển chọn    temp_pronunciation   temp_word_example
841   selfless             temp_word_type  không ích kỷ; vị tha, luôn nghĩ đến người khác temp_pronunciation   temp_word_example
842   senior               temp_word_type  người lớn tuổi hơn, người có thâm niên, kinh nghiệm nhiều; cao hơn về tuổi, kinh nghiệm temp_pronunciation   temp_word_example
843   sensible             temp_word_type  có óc xét đoán, biểu lộ óc xét đoán      temp_pronunciation   temp_word_example
844   separate             temp_word_type  khác nhau, riêng biệt, độc lập           temp_pronunciation   temp_word_example
845   serene               temp_word_type  trong, sáng sủa, quang tạnh              temp_pronunciation   temp_word_example
846   settled              temp_word_type  không thay đổi, không có khả năng thay đổi temp_pronunciation   temp_word_example
847   severe               temp_word_type  khắt khe, gay gắt                        temp_pronunciation   temp_word_example
848   sewer                temp_word_type  người khâu, người may vá                 temp_pronunciation   temp_word_example
849   sheer                temp_word_type  không giới hạn, không kiểm soát; thẳng đứng, vuông góc temp_pronunciation   temp_word_example
850   shield               temp_word_type  cái mộc, cái khiên; che chở, bảo vệ      temp_pronunciation   temp_word_example
851   shiny                temp_word_type  sáng chói, bóng                          temp_pronunciation   temp_word_example
852   shiver               temp_word_type  (sự) run, sự rùng mình                   temp_pronunciation   temp_word_example
853   shocking             temp_word_type  gây ra căm phẫn, làm ghê tởm             temp_pronunciation   temp_word_example
854   shout                temp_word_type  sự la hét, sự hò hét; tiếng gọi, tiếng kêu thét lớn temp_pronunciation   temp_word_example
855   shove                temp_word_type  xô đẩy thô bạo                           temp_pronunciation   temp_word_example
856   showy                temp_word_type  loè loẹt, phô trương                     temp_pronunciation   temp_word_example
857   shrewd               temp_word_type  khôn ngoan, sắc sảo                      temp_pronunciation   temp_word_example
858   shrine               temp_word_type  mồ, hòm đựng thánh cốt                   temp_pronunciation   temp_word_example
859   sightseeing          temp_word_type  sự tham quan                             temp_pronunciation   temp_word_example
860   significant          temp_word_type  đầy ý nghĩa, có tính chất gợi ý          temp_pronunciation   temp_word_example
861   silly                temp_word_type  ngờ nghệch, ngớ ngẩn                     temp_pronunciation   temp_word_example
862   simplify             temp_word_type  làm đơn giản, đơn giản hoá               temp_pronunciation   temp_word_example
863   simultaneously       temp_word_type  đồng thời, xảy ra cùng một lúc           temp_pronunciation   temp_word_example
864   sincere              temp_word_type  thành thật, ngay thật, chân thật; thật; không giả vờ temp_pronunciation   temp_word_example
865   skeptical            temp_word_type  hoài nghi, đa nghi, hay ngờ vực          temp_pronunciation   temp_word_example
866   skillful             temp_word_type  khéo tay; tài giỏi                       temp_pronunciation   temp_word_example
867   skinny               temp_word_type  gầy nhom, gầy trơ xương, rất gầy         temp_pronunciation   temp_word_example
868   sleeplessness        temp_word_type  sự khó ngủ, sự không ngủ được            temp_pronunciation   temp_word_example
869   slender              temp_word_type  mảnh khảnh, mảnh dẻ, mảnh mai            temp_pronunciation   temp_word_example
870   slick                temp_word_type  bóng, mượt; trơn, tài tình, khéo léo; nhanh nhẹn temp_pronunciation   temp_word_example
871   sluggish             temp_word_type  chậm chạp, không nhanh nhẹn, không hoạt bát; uể oải, lờ đờ, lờ phờ temp_pronunciation   temp_word_example
872   snub                 temp_word_type  hếch; ngắn và hơi vểnh lên ở chót        temp_pronunciation   temp_word_example
873   sociable             temp_word_type  dễ gần gũi, dễ chan hoà, hoà đồng        temp_pronunciation   temp_word_example
874   soil                 temp_word_type  đất trồng, vết bẩn, vết nhơ; làm bẩn, làm dơ, vấy bẩn temp_pronunciation   temp_word_example
875   solemn               temp_word_type  trọng thể; chính thức                    temp_pronunciation   temp_word_example
876   sorrow               temp_word_type  sự đau khổ, sự buồn phiền; cảm thấy buồn bã temp_pronunciation   temp_word_example
877   souvenir             temp_word_type  vật kỷ niệm, đồ lưu niệm                 temp_pronunciation   temp_word_example
878   sparkle              temp_word_type  (sự) toé lửa, nhấp nháy, lấp lánh        temp_pronunciation   temp_word_example
879   sparse               temp_word_type  thưa thớt, rải rác, lơ thơ; rải mỏng ra  temp_pronunciation   temp_word_example
880   specific             temp_word_type  rành mạch, rõ ràng; cụ thể, đặc trưng, riêng biệt temp_pronunciation   temp_word_example
